,duration,sr,spec_centroid_mean,spec_rolloff_mean,zcr_mean,rms_mean,tempo,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc14_mean,mfcc14_std,mfcc15_mean,mfcc15_std,mfcc16_mean,mfcc16_std,mfcc17_mean,mfcc17_std,mfcc18_mean,mfcc18_std,mfcc19_mean,mfcc19_std,mfcc20_mean,mfcc20_std,chroma1_mean,chroma1_std,chroma2_mean,chroma2_std,chroma3_mean,chroma3_std,chroma4_mean,chroma4_std,chroma5_mean,chroma5_std,chroma6_mean,chroma6_std,chroma7_mean,chroma7_std,chroma8_mean,chroma8_std,chroma9_mean,chroma9_std,chroma10_mean,chroma10_std,chroma11_mean,chroma11_std,chroma12_mean,chroma12_std
mfcc2_std,-0.02258919511870881,,-0.01739316098864205,-0.010586177025384084,-0.09783883153173503,-0.03188253277020907,-0.027788177893330816,-0.2266127957179562,0.6962216239618377,-0.04575463814708286,1.0,0.3141229873875991,0.6673290866671316,-0.04305631296217181,0.6365570783860238,0.1924445078467708,0.5841601183457206,0.1335843501359446,0.5656744418498431,0.12564944829652136,0.5283436064665987,0.08096649476468651,0.5266490951861328,0.0779630614307218,0.4855717937570256,0.07764232342277946,0.44906238524746594,0.10656010258217757,0.41960696529499897,0.06048107378567125,0.37952493452860564,0.13194307415371576,0.3451531217005175,0.08614006532851902,0.3309476896451596,0.15345452411429675,0.31254175075983553,0.08912027090248907,0.29389572809275777,0.10961646881015798,0.2864341701836629,0.09909827690903875,0.2487295639950587,0.10213542216432955,0.21535031909440203,0.06073331898127958,0.19411638557205857,0.06082665277671078,0.19415852992459853,0.031269210550041865,0.16076981421860193,-0.004009700120294494,0.12671532941370814,0.020688544753441614,0.18790300753443775,-0.01520288305859697,0.11332686887901607,0.035933543698207095,0.1917455184694566,0.012822261175069507,0.13134603823504198,0.023536031296669875,0.13733916155557,0.05153278291459424,0.2001968917591874,0.03399752024245762,0.1516876276821601,0.07418855800069662,0.188727446341615,0.028910516074508435,0.13695142236780497
mfcc3_mean,0.011016584647922986,,-0.006280218398175114,0.12194748855243578,-0.30849255384192886,0.10706161414525701,-0.06962037984959538,-0.13843454000598623,0.2788862481112115,-0.11033279896233597,0.3141229873875991,1.0,0.1994542246038229,0.13351024154720714,0.17991915059042984,0.4347115656555609,0.14338977686302493,0.4365228136503648,0.13987918176341474,0.36181962036681836,0.1239099142275384,0.2705551294655814,0.147969165856084,0.22355938577107123,0.13704286562647947,0.25717729171390435,0.11961194688966645,0.21169858011341397,0.11724404149882797,0.18874990721448195,0.09478107654335195,0.16285056024897807,0.09670254710651598,0.16106487076959466,0.09730059633210662,0.16073118122142993,0.08519092327977608,0.11443521176591248,0.07505975326236215,0.05060131301045353,0.06490225250500246,0.1556572747433606,0.05354220946101701,0.07814472857409192,0.034443167409962325,0.06436564087136326,0.012961291768400812,0.10453620361089151,0.07951508898227998,0.0775401145311699,0.01493225064834708,0.059705449578177985,0.029568630877883913,0.08067172096429603,0.057558365301445966,0.0472811953170653,0.009802803025501136,0.1045829781153752,0.09795040410652615,0.08123214268816573,0.015918440483434732,0.10429498564597876,0.057507473991023246,0.11443912309145438,0.06758155349637882,0.09279258735143979,0.042804415593096716,0.11480036314724111,0.04529602886991043,0.051878470825407356,-0.018658284733246648
mfcc3_std,-0.024121865824120223,,-0.09094907865572527,-0.09821704014447945,-0.10750147797282451,-0.10658343927925151,-0.02302965930906218,-0.30560118162270317,0.6307748816665952,0.029814594506527518,0.6673290866671316,0.1994542246038229,1.0,-0.08203171536383479,0.7128609079969207,0.19732247438502273,0.6724279520696885,0.007822625977200081,0.6523511202030569,0.0979500648394096,0.6011894786289159,0.008188656153765501,0.5906040491602199,0.04381770043852992,0.5467304400309745,0.014913654931833449,0.4948078350638787,0.0826646042183935,0.4615624619530914,0.0050087454473329495,0.42491583233306623,0.11043390102667917,0.3827397465361876,0.04062911614162418,0.362845782285028,0.13969640479688977,0.34788558906994094,0.04811102828909382,0.3432642753821749,0.11481087333082625,0.3275956980419438,0.05693530677154061,0.28948549058809386,0.10951141543278788,0.2620856738916464,0.03487848289744691,0.23923200306959239,0.018660577221314034,0.19133962230885654,-0.0007517044812102288,0.18014295302530006,-0.034508461094901986,0.13940932603783238,-0.011385428357231065,0.1935740331747046,-0.04973454292123326,0.11508490962770028,0.0012411777400124604,0.19311553236401474,-0.018793251709808022,0.1466572532820102,-0.015208215774848387,0.13915896285574017,0.017014929671548874,0.20503431807378816,0.005781924224485319,0.15528818201955316,0.042522478228860114,0.20370632335956818,-0.0027244491063431156,0.14731471509304817
mfcc4_mean,0.02997705779011628,,0.051464042838687246,0.09461254853804667,-0.05777189278401496,0.19789351323257273,0.0006281023494516042,0.2487217226935714,-0.035977443819411946,-0.16723989965952252,-0.04305631296217181,0.13351024154720714,-0.08203171536383479,1.0,-0.05763784320762852,0.23789921645284975,-0.07541494662588893,0.4261980698450848,-0.12004540639765335,0.3472058726755846,-0.13545178682374967,0.3239675989411625,-0.15821987691807177,0.2548079543808909,-0.15638246779294174,0.2549556707214784,-0.17035099359933162,0.16369417420930463,-0.18623295912889237,0.21746140771570618,-0.2002760239995449,0.06868943279499823,-0.20810279673093895,0.03797272160463717,-0.21026651323678197,-0.03665992136700997,-0.2052467842835716,0.011746086391625775,-0.19625171088160798,-0.14646727031829698,-0.19669383271254218,-0.023412963092252093,-0.21009401156522792,-0.03615197967284076,-0.2197695023640213,-0.08526097908128143,-0.2244343718388517,0.12881227793799777,-0.039544260306110926,0.18144394100465636,-0.001137900425456607,0.18305227024472606,-0.010769484640327193,0.19740938132172683,-0.005601158307334173,0.21248620789993877,0.03192049560833124,0.18786272024030978,0.0029899844186585416,0.1817940535180838,0.008155512010669172,0.15928868935807752,-0.009381691099645897,0.1853286311684083,-0.001353217503578689,0.1792095003453501,0.005419648826597732,0.15711648944003664,-0.03455095219875013,0.15114922186232782,-0.0239172510124924
mfcc4_std,-0.02233760114984245,,-0.020524198492815154,-0.03055505132467492,-0.04682170633961649,-0.07340084094023057,-0.0314966471996311,-0.24235269927159425,0.5509452218873281,-0.040551355985164364,0.6365570783860238,0.17991915059042984,0.7128609079969207,-0.05763784320762852,1.0,0.10908260349481187,0.7598764833163829,0.014625290319856243,0.7255770602219981,0.10204278268850664,0.694362248137886,-0.009748907485149779,0.6600917678471331,0.03224614010599783,0.6171926596702959,0.02485040414246249,0.5724746454249124,0.07692437507653661,0.5227495099941626,0.01479094329331009,0.4766852262060983,0.09454920501539252,0.42951825040264047,0.053817827309909194,0.40834540670134184,0.14250006333463663,0.39139353043448916,0.06595545384261543,0.3818724972223224,0.10604550049503349,0.3669146677654175,0.07628534279408093,0.33217384268858735,0.1187671503471211,0.29569814330130156,0.059722071980635644,0.26426072836953657,0.01898552316799212,0.20391450037721015,-0.007818060562430996,0.18645497264230376,-0.03911695935774586,0.147530454343975,-0.0188477927276731,0.20253849997418805,-0.059372598511391504,0.12484684677373284,-0.002690132713106176,0.20509270352106024,-0.02239674400927781,0.1545072448000897,-0.016283675844578467,0.15232360655942892,0.015195076919179795,0.2207031615410704,0.00288105268028424,0.17124472690372303,0.03657108848317477,0.21512209021569176,-0.010813825853874935,0.15345519602065738
mfcc5_mean,-0.00066876780749816,,-0.09753569172987271,-0.02208976467445197,-0.27968898463880476,0.13581052527590634,-0.03797856908475555,-0.06585861568310154,0.16563474216533974,0.010616342091196732,0.1924445078467708,0.4347115656555609,0.19732247438502273,0.23789921645284975,0.10908260349481187,1.0,0.08490051715641855,0.372406734705223,0.08106567934881727,0.46035786504417564,0.0373939049970422,0.38039204252347414,0.040939018558363904,0.32240019164308287,0.03612574081449151,0.2814275580518853,0.006459034988105529,0.27782503142133486,0.0015440043260514743,0.21907152973181102,-0.023371102038172168,0.24007451751878475,-0.03454881290408206,0.17138727274311744,-0.046191131334237544,0.15592085702238573,-0.05378450773971292,0.14498223926552983,-0.0584986261463172,0.08048230528748682,-0.06189123899982953,0.10617825792263764,-0.07235826006180572,0.11311238050267683,-0.08152984493794097,0.05744084396620526,-0.09337394334639057,0.167716967347797,0.05401286320697027,0.17077095054501132,0.028690216157598605,0.14004547111046345,0.0021032616820197943,0.17010374128470504,0.055275029228244385,0.1337177611417356,-0.0028979678988186137,0.16755436528523093,0.07399287632325954,0.14561389443838813,0.005502156928429322,0.14364682870824008,0.004031308614692645,0.17642315434196262,0.053104538170716316,0.15520064828050903,0.024215161963629425,0.18274454924789682,0.03857969280685874,0.1443997036042233,-0.009482754599584385
mfcc5_std,-0.03341338827580938,,-0.02753065176919767,-0.04047535043764391,-0.04337575789816111,-0.10959897669354221,-0.025576485280581544,-0.27285994704024424,0.5459240976105852,-0.044120294047611704,0.5841601183457206,0.14338977686302493,0.6724279520696885,-0.07541494662588893,0.7598764833163829,0.08490051715641855,1.0,-0.01704318747052275,0.7803670179064833,0.03254915473450405,0.7721836915598842,-0.03312744349583413,0.7199608047281327,-0.022206924931098222,0.6964190600175402,9.910253251630238e-05,0.634300938333538,0.07067370496292275,0.6062056161487159,-0.02152055032939997,0.5459382810056161,0.09975795643931741,0.5031234385412695,0.04583920630359629,0.475273711270759,0.1402755703824843,0.45480340175047196,0.06745342532974917,0.43381352426439435,0.0941745521338171,0.42285958989062805,0.06516095954857698,0.3811524332308187,0.1099387512127489,0.34397229046136957,0.04190217226127655,0.3130564757607996,-0.019231127909036663,0.21835792216510744,-0.05084508987478818,0.19870021252520353,-0.07620018426460769,0.1635065444062585,-0.055238188090068634,0.22243144357800454,-0.09990676806338884,0.13472976800414796,-0.040547574872256485,0.21048929890968474,-0.05687340887030112,0.1673314424717644,-0.04800496564373296,0.16985621230300635,-0.019307792776639854,0.23846138143260778,-0.03284343096890758,0.18555999131994264,0.0016612700348728317,0.23456891323525364,-0.047639507498437095,0.17220696682398845
mfcc6_mean,0.023881122528904085,,0.18783640084475667,0.28001485498533285,-0.07384427000020563,0.2933696414718539,-0.018016692954159613,0.2628367478190753,0.09128433379479245,-0.28241036494688027,0.1335843501359446,0.4365228136503648,0.007822625977200081,0.4261980698450848,0.014625290319856243,0.372406734705223,-0.01704318747052275,1.0,-0.07605690901859696,0.5471888518804908,-0.05721997230968033,0.5750734490182539,-0.06249454825041742,0.5005916674699337,-0.08983328583788043,0.5104926736149075,-0.11677100862113624,0.41344702335548306,-0.11509195202421862,0.427913899838443,-0.13662523196711512,0.3059122233810992,-0.15344426501270406,0.3154081202344259,-0.15922320412242533,0.20522447641531447,-0.1788234492947282,0.24580539220791353,-0.19803190617433172,0.06652569106904184,-0.20313269532880784,0.20010435322043268,-0.20793930939070535,0.08633020085934391,-0.21177163333955612,0.11161592929193927,-0.2258131664257721,0.2969198249888704,0.015370517836268152,0.31338182033034884,0.006131073424723028,0.2749223857536679,-0.0454182463155609,0.31435640777949114,0.040221332173587886,0.2852573157161579,-0.014631278230007556,0.3322055348794978,0.06957312926521649,0.31594358898089464,-0.00175430567238294,0.3115753899768458,-0.008560999428898956,0.3520804203151572,0.06093718833495799,0.300080330952161,-0.018487519681808003,0.32702318658825114,0.007279403018066941,0.2897502860961021,-0.0390405383855281
mfcc6_std,-0.023204262133402122,,-0.02851437414501826,-0.04462077809489738,-0.040361706679054185,-0.12445505392461867,-0.03777042177092724,-0.2877488548553764,0.5238707388349533,-0.043784994082248306,0.5656744418498431,0.13987918176341474,0.6523511202030569,-0.12004540639765335,0.7255770602219981,0.08106567934881727,0.7803670179064833,-0.07605690901859696,1.0,0.01729140116892762,0.8039846206795257,-0.0656526465772138,0.774573927929969,-0.0569235112874668,0.741496547878645,-0.014401228994023782,0.6891813342769402,0.0296911112279666,0.6407603737646976,-0.04696622011461468,0.5972224317632818,0.0640079748347757,0.5582492552881644,0.029646409974096472,0.5344583803818598,0.1250307535044504,0.5112913427178144,0.04885509115460495,0.4945606598641106,0.10684827411663379,0.47771463053667634,0.07270305952508724,0.44631332467791873,0.10561556877405745,0.40867272707964175,0.05416376984460866,0.37946768631095273,-0.05067848165638229,0.2201726879956399,-0.0864176190209144,0.1916502411105185,-0.10840669888781321,0.16992904410495754,-0.09639301466189519,0.2081401672049252,-0.12646278979853318,0.14542739598041507,-0.07483120650504461,0.20667784496439082,-0.08491625341256473,0.1741346269032923,-0.07343476906128335,0.1754772456548794,-0.06229051933533113,0.22803532667564294,-0.06916612112729208,0.19166812345028003,-0.04808577313451288,0.22484012686924082,-0.08495826971452881,0.17673437464104008
mfcc7_mean,0.019747210044286246,,0.03415289169636426,0.10665810553658289,-0.16825869034800217,0.23502586121139704,-0.026440334755848695,0.11073764357125854,0.11520577300894384,-0.11167379309596745,0.12564944829652136,0.36181962036681836,0.0979500648394096,0.3472058726755846,0.10204278268850664,0.46035786504417564,0.03254915473450405,0.5471888518804908,0.01729140116892762,1.0,-0.001650498202974913,0.5307529524383088,-0.004259168258340993,0.5356993420034445,-0.02540753424850208,0.4914916138536449,-0.0504924554533831,0.4004571984247586,-0.05759442470632552,0.41047040507377086,-0.07780799638179581,0.3202332854555927,-0.07980919693848625,0.2930452121387188,-0.10407750284648569,0.24385717334758764,-0.11584972165473505,0.20958678650277643,-0.12458438268243968,0.12275094427431636,-0.12647587470577623,0.2006008425340319,-0.1282995696902889,0.12945796605212936,-0.1271556165756401,0.11603587477970907,-0.14093986818376797,0.2556967468317532,0.030029882980987903,0.2668917293182367,0.010262498015300365,0.24004060849711037,-0.02077316500691906,0.2805742829099876,0.053226730141952866,0.248104083166734,-0.011033770310202374,0.2730545749988605,0.05898730429495246,0.25011507908113634,-0.014586562544871708,0.2522047557748651,-0.01155471230368815,0.2955149788728379,0.06303327009711626,0.25667075232735714,-0.007412014618561974,0.27592013808496796,0.010786173714895729,0.24105346688633444,-0.033593343632957864
