Feature,Mean,Std,Min,Max,Q1,Median,Q3
mfcc6_mean,-3.6401629048346134e-17,1.000020012607945,-6.321595209900915,4.3097224194497885,-0.4535015940182776,0.1067619529911038,0.6094362817762793
mfcc6_std,-4.7777138125954307e-17,1.000020012607945,-2.90082102563829,8.3781644028667,-0.7346527249747496,-0.1799913661704402,0.5517409224885649
mfcc7_mean,-4.550203631043267e-18,1.000020012607945,-6.76126401862976,7.205179134291135,-0.5158223153779223,0.07069797479593805,0.6108580144351299
mfcc7_std,-6.825305446564901e-17,1.0000200126079453,-3.1446978215755745,8.779503088082928,-0.7242444656697524,-0.17438305663442977,0.5694248866468257
mfcc8_mean,9.100407262086534e-18,1.000020012607945,-6.004239671315825,4.317859615634872,-0.5030193848865849,0.11831041298327624,0.640254024757295
mfcc8_std,1.4788161800890618e-16,1.0000200126079453,-3.232632541036754,10.193294627586539,-0.725530000606048,-0.17005073873768625,0.5493891071890127
mfcc9_mean,-2.2751018155216335e-17,1.000020012607945,-7.18675833413324,4.705733755722454,-0.5508418359033191,0.07585733203669144,0.6423686221240311
mfcc9_std,-7.052815628117064e-17,1.000020012607945,-3.3183355021509526,9.53675668880479,-0.727909046499915,-0.1696999694391861,0.5556294242003395
mfcc10_mean,2.0475916339694703e-17,1.000020012607945,-7.875518983344823,7.282333346247354,-0.4974838276075793,0.13053609683594422,0.6343445905265057
mfcc10_std,7.735346172773554e-17,1.000020012607945,-3.402713064364226,8.141917092355458,-0.7225686539230406,-0.15656351578068628,0.5547532416554456
mfcc11_mean,9.100407262086534e-17,1.000020012607945,-6.98182662213338,5.970011028310999,-0.554552543773168,0.07754203634769695,0.6371055262908318
mfcc11_std,-1.6153222890203598e-16,1.000020012607945,-3.3963614886841142,10.389583485149378,-0.7231134515289646,-0.15200315222826527,0.5476973725988541
mfcc12_mean,-2.7301221786259604e-17,1.0000200126079453,-6.996962333301585,5.412217044431561,-0.531253921738217,0.10944813433208114,0.6491099209731689
mfcc12_std,-7.792223718161594e-17,1.0000200126079453,-3.4014285268349846,9.334919381257611,-0.7089041714350531,-0.16154473205278638,0.5109943299043802
mfcc13_mean,2.7869997240140014e-17,1.000020012607945,-5.867488653760756,5.355682596011244,-0.5759021794849972,0.05026227606064591,0.6284566988114997
mfcc13_std,-6.370285083460574e-17,1.0000200126079448,-3.369265794688905,9.250960304901575,-0.7094692366264896,-0.165460453811653,0.5058504233525977
mfcc14_mean,-2.2751018155216334e-18,1.000020012607945,-5.578003978208631,7.266143983437063,-0.5790284327204415,0.06087225934771477,0.6418417626040617
mfcc14_std,-1.1204876441444045e-16,1.000020012607945,-3.377712222270548,8.59644832247331,-0.7033648995767606,-0.15603195315570922,0.4928529310244637
mfcc15_mean,-4.550203631043267e-17,1.000020012607945,-6.817477183645478,7.906049440423128,-0.6099293939824068,0.01699312119527878,0.6302347464906138
mfcc15_std,1.2626815076145067e-16,1.0000200126079453,-3.4149774548024747,10.16571177790325,-0.6895071185292106,-0.17028289538324554,0.48775014931863575
mfcc16_mean,-1.1375509077608167e-18,1.000020012607945,-6.482623502341706,8.105243614251506,-0.590307608381888,0.06139720644047143,0.640369030237008
mfcc16_std,1.2996519121167331e-16,1.000020012607945,-3.4055362253759633,11.653354889565918,-0.6916223171460122,-0.16674950721079165,0.485877101972916
mfcc17_mean,-7.962856354325717e-18,1.000020012607945,-7.980257598367485,6.567023574538341,-0.6132121319332345,-0.0019233223540772366,0.5874523094770184
mfcc17_std,1.0010447988295187e-16,1.000020012607945,-3.429160791134355,11.07242268056142,-0.6907075082587428,-0.1666015166256318,0.46981687246277876
mfcc18_mean,6.825305446564901e-18,1.000020012607945,-8.758161075624411,8.150113835520596,-0.5880515781955249,0.04133190881512157,0.6311942965041275
mfcc18_std,-1.1147998896056006e-16,1.000020012607945,-3.36481179056185,7.543790611132768,-0.6956846292586047,-0.17105393523801823,0.46938983874155543
mfcc19_mean,3.4126527232824505e-17,1.000020012607945,-6.997128563590631,7.201376608939054,-0.6130698615451686,0.010184556569123102,0.6058677066969897
mfcc19_std,9.100407262086534e-17,1.000020012607945,-3.203763139909127,9.824921274189627,-0.686776561302766,-0.1832209656540366,0.45224558552184946
mfcc20_mean,-4.550203631043267e-18,1.000020012607945,-4.990335202664301,8.334887935853363,-0.5945586236838157,0.024305268705618815,0.594977593456482
mfcc20_std,1.9565875613486049e-16,1.000020012607945,-3.052298944681339,9.241473393914099,-0.6947032292806291,-0.19782879697726313,0.44395805784935255
chroma1_mean,-2.491236487996189e-16,1.000020012607945,-2.6885829085072595,4.077254077333555,-0.6932284947661674,-0.050632274736030186,0.6318474701925573
chroma1_std,-3.2306445780407196e-16,1.000020012607945,-4.348918804784885,3.227525129193989,-0.5977807222960058,0.06567705501901858,0.6803920890470186
chroma2_mean,-3.253395596195936e-16,1.000020012607945,-2.7512649288317084,4.504468057587592,-0.6977207227764204,-0.04395735071534117,0.6350450788291065
chroma2_std,-7.32582784597966e-16,1.000020012607945,-4.277259654087995,3.5997844588274264,-0.60411555938539,0.031557280603432915,0.6428152235568035
chroma3_mean,3.2988976325063684e-17,1.000020012607945,-2.7766962287593366,4.064201982580084,-0.6850151181782886,-0.03223495102337917,0.636524630080093
chroma3_std,-6.39303610161579e-16,1.000020012607945,-4.509329684649418,3.366435211236188,-0.5820400680088648,0.06373310846141553,0.6651374938377923
chroma4_mean,1.478816180089062e-17,1.000020012607945,-2.755449349189464,4.446143413067558,-0.6899503648570053,-0.028899277135952042,0.6508552355534296
chroma4_std,-6.097272865597978e-16,1.0000200126079448,-4.260207004414987,3.3973111886296663,-0.5923522288255542,0.04766131281371201,0.6549258577403464
chroma5_mean,-1.4105631256234128e-16,1.000020012607945,-2.7477368533628206,3.976836999044084,-0.6879470792130382,-0.009268270651597237,0.664632011516169
chroma5_std,-3.0998262236482255e-16,1.0000200126079448,-4.546299564016112,3.0672508777624157,-0.5674501009371347,0.07329353100423318,0.6751317945770338
chroma6_mean,-3.048636432798989e-16,1.000020012607945,-2.6653296568394107,4.317318824465049,-0.6970519644579513,-0.02793351487205445,0.6444334633808487
chroma6_std,-5.847011665890598e-16,1.0000200126079453,-4.2352270255719136,3.4382241999831566,-0.5865572280595152,0.06904819221374925,0.6597242510875814
chroma7_mean,-7.678468627385514e-17,1.0000200126079448,-2.7174920891471204,4.4360065811904725,-0.6857957710170246,-0.02451361529109156,0.6488266781432407
chroma7_std,-8.781893007913506e-16,1.000020012607945,-4.2621601905924065,3.355720191430948,-0.5832755101665594,0.05427324608866936,0.6603565753834806
chroma8_mean,-1.5925712708651434e-16,1.0000200126079448,-2.773580332904746,4.068761415058758,-0.6847730830617706,-0.018701896330885207,0.6484767672910768
chroma8_std,-3.8278588046151484e-16,1.0000200126079448,-4.489336794650388,3.108874281546087,-0.5825226802616252,0.0737504193644579,0.6693055754616626
chroma9_mean,-2.2523507973664173e-16,1.000020012607945,-2.7357300986493707,4.236954632755149,-0.7000623679319073,-0.0335145287316786,0.635187075701186
chroma9_std,-1.5470692345547108e-16,1.000020012607945,-4.345292266908962,3.5380020985227456,-0.5848436082986498,0.05995094271623548,0.6693752574583586
chroma10_mean,-7.962856354325717e-17,1.000020012607945,-2.766373422735846,3.809785466196838,-0.6875903339261549,-0.02321002983267573,0.6513432596192628
chroma10_std,-7.839147693106729e-16,1.000020012607945,-4.6385976117600665,3.249899805848265,-0.565166489903126,0.08488757132643437,0.6781144319663595
chroma11_mean,-1.0692978532951677e-16,1.000020012607945,-2.7359748881423522,4.351232164032846,-0.6922404323840157,-0.03283793678089768,0.6486377806557612
chroma11_std,-4.823215848905863e-16,1.000020012607945,-4.173601519302004,3.639492192664243,-0.6028443447449415,0.04030648498673276,0.6660806548977668
chroma12_mean,-2.957632360178124e-17,1.000020012607945,-2.78711548386037,4.134640516424407,-0.6965033181834595,-0.015031430088848477,0.6595130588574425
chroma12_std,-4.390946503956753e-16,1.000020012607945,-4.443947520838188,3.506843544263899,-0.5954944079480828,0.06954266078333932,0.6790160801583273
