track_id,file_path,label
603,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000603.mp3,Folk
605,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000605.mp3,Rock
608,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000608.mp3,Rock
619,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000619.mp3,Folk
629,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000629.mp3,Folk
631,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000631.mp3,Folk
633,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000633.mp3,Rock
635,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000635.mp3,Rock
664,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000664.mp3,Electronic
665,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000665.mp3,Electronic
668,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000668.mp3,Hip-Hop
669,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000669.mp3,Hip-Hop
672,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000672.mp3,Hip-Hop
673,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000673.mp3,Hip-Hop
674,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000674.mp3,Hip-Hop
677,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000677.mp3,Hip-Hop
679,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000679.mp3,Hip-Hop
680,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000680.mp3,Hip-Hop
681,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000681.mp3,Hip-Hop
684,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000684.mp3,Hip-Hop
686,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000686.mp3,Hip-Hop
696,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000696.mp3,Rock
698,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000698.mp3,Rock
701,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000701.mp3,Rock
702,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000702.mp3,Rock
703,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000703.mp3,Rock
717,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000717.mp3,Folk
720,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000720.mp3,Rock
734,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000734.mp3,Soul-RnB
735,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000735.mp3,Soul-RnB
736,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000736.mp3,Soul-RnB
737,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000737.mp3,Soul-RnB
738,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000738.mp3,Soul-RnB
739,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000739.mp3,Soul-RnB
740,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000740.mp3,Soul-RnB
741,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000741.mp3,Soul-RnB
742,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000742.mp3,Soul-RnB
743,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000743.mp3,Soul-RnB
744,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000744.mp3,Soul-RnB
745,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000745.mp3,Soul-RnB
747,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000747.mp3,Soul-RnB
748,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000748.mp3,Soul-RnB
749,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000749.mp3,Soul-RnB
750,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000750.mp3,Soul-RnB
751,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000751.mp3,Soul-RnB
752,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000752.mp3,Soul-RnB
753,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000753.mp3,Soul-RnB
754,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000754.mp3,Soul-RnB
755,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000755.mp3,Soul-RnB
756,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000756.mp3,Soul-RnB
757,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000757.mp3,Soul-RnB
758,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000758.mp3,Soul-RnB
759,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000759.mp3,Soul-RnB
760,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000760.mp3,Soul-RnB
761,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000761.mp3,Soul-RnB
762,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000762.mp3,Soul-RnB
763,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000763.mp3,Soul-RnB
764,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000764.mp3,Soul-RnB
765,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000765.mp3,Soul-RnB
766,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000766.mp3,Soul-RnB
767,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000767.mp3,Soul-RnB
768,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000768.mp3,Soul-RnB
769,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000769.mp3,Soul-RnB
770,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000770.mp3,Soul-RnB
771,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000771.mp3,Soul-RnB
772,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000772.mp3,Soul-RnB
773,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000773.mp3,Soul-RnB
774,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000774.mp3,Soul-RnB
775,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000775.mp3,Soul-RnB
776,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000776.mp3,Soul-RnB
819,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000819.mp3,Experimental
820,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000820.mp3,Experimental
823,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000823.mp3,Pop
824,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000824.mp3,Rock
826,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000826.mp3,Rock
829,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000829.mp3,Rock
830,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000830.mp3,Rock
831,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000831.mp3,Jazz
832,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000832.mp3,Jazz
833,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000833.mp3,Jazz
834,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000834.mp3,Jazz
835,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000835.mp3,Jazz
854,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000854.mp3,Experimental
855,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000855.mp3,Rock
858,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000858.mp3,Rock
861,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000861.mp3,Rock
863,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000863.mp3,Rock
868,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000868.mp3,Experimental
878,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000878.mp3,Electronic
881,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000881.mp3,Electronic
889,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000889.mp3,Electronic
891,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000891.mp3,Folk
893,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000893.mp3,Folk
894,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000894.mp3,Folk
895,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000895.mp3,Folk
896,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000896.mp3,Rock
898,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000898.mp3,Experimental
992,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/000/000992.mp3,Rock
1014,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001014.mp3,Rock
1015,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001015.mp3,Rock
1016,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001016.mp3,Rock
1017,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001017.mp3,Rock
1018,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001018.mp3,Rock
1022,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001022.mp3,Jazz
1023,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001023.mp3,Jazz
1028,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001028.mp3,Rock
1029,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001029.mp3,Rock
1041,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001041.mp3,Rock
1042,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001042.mp3,Blues
1043,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001043.mp3,Blues
1044,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001044.mp3,Blues
1045,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001045.mp3,Blues
1046,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001046.mp3,Blues
1047,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001047.mp3,Blues
1048,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001048.mp3,Blues
1052,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001052.mp3,Rock
1058,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001058.mp3,Jazz
1059,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001059.mp3,Jazz
1060,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001060.mp3,Jazz
1061,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001061.mp3,Jazz
1063,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001063.mp3,Jazz
1064,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001064.mp3,Jazz
1068,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001068.mp3,Experimental
1071,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001071.mp3,Experimental
1072,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001072.mp3,Experimental
1085,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001085.mp3,Electronic
1086,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001086.mp3,Electronic
1088,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001088.mp3,Electronic
1089,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001089.mp3,Electronic
1093,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001093.mp3,Experimental
1095,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001095.mp3,Experimental
1105,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001105.mp3,Rock
1106,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001106.mp3,Rock
1107,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001107.mp3,Rock
1108,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001108.mp3,Rock
1117,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001117.mp3,Rock
1118,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001118.mp3,Rock
1121,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001121.mp3,Electronic
1123,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001123.mp3,Rock
1125,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001125.mp3,Rock
1126,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001126.mp3,Rock
1130,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001130.mp3,Rock
1131,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001131.mp3,Rock
1138,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001138.mp3,Rock
1147,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001147.mp3,Rock
1148,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001148.mp3,Rock
1149,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001149.mp3,Rock
1150,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001150.mp3,Rock
1151,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001151.mp3,Jazz
1152,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001152.mp3,Jazz
1153,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001153.mp3,Jazz
1154,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001154.mp3,Jazz
1155,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001155.mp3,Jazz
1156,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001156.mp3,Rock
1157,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001157.mp3,Rock
1161,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001161.mp3,Rock
1162,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001162.mp3,Rock
1165,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001165.mp3,Rock
1179,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001179.mp3,Rock
1183,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001183.mp3,Rock
1199,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001199.mp3,Folk
1201,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001201.mp3,Rock
1202,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001202.mp3,Rock
1203,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001203.mp3,Rock
1204,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001204.mp3,Rock
1279,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001279.mp3,Rock
1280,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001280.mp3,Rock
1289,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001289.mp3,Rock
1290,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001290.mp3,Rock
1292,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001292.mp3,Rock
1298,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001298.mp3,Rock
1311,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001311.mp3,Folk
1339,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001339.mp3,Electronic
1354,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001354.mp3,Rock
1356,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001356.mp3,Rock
1358,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001358.mp3,Rock
1360,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001360.mp3,Rock
1361,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001361.mp3,Rock
1363,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001363.mp3,Rock
1366,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001366.mp3,Rock
1382,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001382.mp3,Rock
1383,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001383.mp3,Rock
1413,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001413.mp3,Rock
1416,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001416.mp3,Rock
1418,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001418.mp3,Rock
1419,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001419.mp3,Rock
1450,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001450.mp3,Rock
1451,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001451.mp3,Rock
1481,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001481.mp3,Electronic
1483,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001483.mp3,Electronic
1485,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001485.mp3,Electronic
1498,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001498.mp3,Experimental
1526,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001526.mp3,Rock
1528,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001528.mp3,Rock
1534,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001534.mp3,Rock
1545,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001545.mp3,Folk
1547,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001547.mp3,Electronic
1548,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001548.mp3,Electronic
1550,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001550.mp3,Electronic
1551,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001551.mp3,Electronic
1552,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001552.mp3,Electronic
1553,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001553.mp3,Electronic
1554,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001554.mp3,Electronic
1555,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001555.mp3,Electronic
1556,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001556.mp3,Electronic
1559,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001559.mp3,Experimental
1607,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001607.mp3,Rock
1634,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001634.mp3,Electronic
1635,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001635.mp3,Electronic
1638,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001638.mp3,Electronic
1640,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001640.mp3,Electronic
1652,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001652.mp3,Pop
1671,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001671.mp3,Experimental
1674,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001674.mp3,Experimental
1677,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001677.mp3,Electronic
1678,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001678.mp3,Electronic
1705,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001705.mp3,Folk
1730,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001730.mp3,Rock
1734,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001734.mp3,Experimental
1738,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001738.mp3,Experimental
1739,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001739.mp3,Experimental
1783,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001783.mp3,Rock
1793,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001793.mp3,Rock
1797,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001797.mp3,Rock
1799,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001799.mp3,Rock
1804,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001804.mp3,Rock
1810,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001810.mp3,Rock
1822,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001822.mp3,Rock
1831,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001831.mp3,Rock
1836,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001836.mp3,Rock
1837,/kaggle/input/fma-free-music-archive-small-medium/fma_medium/fma_medium/001/001837.mp3,Rock
